Gene	Length	SRR1554534	SRR1554535	SRR1554536	SRR1554537	SRR1554538	SRR1554539	SRR1554541	SRR1554544	SRR1554546	SRR1554549	SRR1554551	SRR1554553	SRR1554554	SRR1554556	SRR1554561	SRR1554566	SRR1554567	SRR1554568
GTF2IP4	7965	381	452	169	545	1308	373	623	461	356	627	215	79	746	741	234	1267	1369	962
GTF2IRD1	6398	429	485	158	2767	2646	395	2069	491	480	671	478	72	690	724	677	3214	2639	2702
GTF2IRD1P1	2426	8	10	1	3	7	9	6	12	8	8	8	0	13	6	15	8	5	5
GTF2IRD2	4933	66	96	65	869	815	64	478	165	185	190	174	20	120	193	69	530	817	415
GTF2IRD2B	5305	82	161	82	626	666	92	588	198	212	240	225	24	157	236	83	792	981	545
GTF2IRD2P1	3010	1	3	0	1	6	2	2	8	3	1	4	0	0	2	0	3	7	3
GTF3A	2335	967	2008	513	2508	2737	1819	3845	2890	2463	3179	3256	452	2836	1929	1358	2599	3108	1926
GTF3C1	7107	2683	2455	635	5791	7048	2930	5474	1975	1975	3371	1933	356	2876	3729	5010	7060	5394	5265
GTF3C2	4519	682	975	195	2234	2440	874	2172	687	826	1279	791	180	1043	1175	1031	2192	2453	2035
GTF3C2-AS1	841	4	3	0	23	18	7	11	3	4	8	5	0	14	4	3	9	14	20
GTF3C3	6067	483	857	192	1484	1723	793	1564	578	618	851	648	124	1011	1133	665	1913	1679	1582
GTF3C4	3903	268	208	58	1796	2368	539	2321	268	300	511	269	82	788	431	585	1338	1555	1124
GTF3C5	3238	1251	1387	383	3379	3666	840	2739	1056	1143	1932	1072	183	1412	2016	1605	4439	3785	3201
GTF3C6	950	438	811	594	1407	1718	524	1767	1197	987	1473	1286	174	1137	907	542	2365	2050	1526
GTPBP1	5047	1704	1759	509	5584	5616	1397	6135	1516	1655	2477	1555	321	1862	2368	2271	5912	5712	4781
GTPBP10	7769	326	777	128	1213	1370	789	1617	606	531	889	710	134	1084	831	511	1164	1598	1231
GTPBP2	3054	872	984	227	2883	3386	843	2750	710	881	1284	797	157	1240	1350	1353	2940	3168	2892
GTPBP3	2973	411	432	82	991	1065	300	1188	281	385	547	365	52	317	522	508	1417	1127	1024
GTPBP4	2751	544	915	218	1578	2132	827	2202	724	693	1122	691	163	915	1194	730	2144	2284	1415
GTPBP6	4116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GTPBP8	1357	101	167	45	398	534	163	475	165	161	327	157	37	343	285	172	401	464	388
GTSE1	4242	6	8	0	843	991	4	87	34	70	93	51	6	55	13	14	2417	729	1366
GTSE1-DT	1518	13	15	3	15	13	10	7	10	14	23	28	3	28	29	13	24	25	3
GTSF1	812	1	3	2	1	3	2	1	2	0	3	1	0	3	2	2	0	4	1
GTSF1L	842	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
GUCA1A	2275	50	81	13	149	115	60	126	120	78	190	180	41	235	61	63	124	133	88
GUCA1B	2270	120	83	41	189	161	42	214	71	57	147	112	13	183	179	64	281	145	198
GUCA1C	965	3	8	4	0	0	7	1	7	3	11	12	3	10	1	5	0	0	0
GUCA2A	575	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GUCA2B	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GUCD1	3928	750	866	445	1379	1740	612	1377	989	1159	1447	1101	133	1030	1376	920	2491	1902	1612
GUCY1A1	10350	920	1779	349	3538	3297	2492	5061	2371	1820	3960	2248	697	5507	1945	1322	3314	3962	2268
GUCY1A2	16282	662	2162	320	8210	9378	3552	22012	3501	3645	4578	3645	904	7269	2544	1416	6707	7701	8287
GUCY1B1	3782	2958	5935	529	2229	2016	6116	3049	3514	2807	4882	3555	1078	7119	5029	4642	1447	2786	987
GUCY1B2	3251	1	2	0	56	163	3	14	4	5	3	3	1	6	2	4	72	68	70
GUCY2C	4175	5	13	19	8	38	14	38	35	25	29	15	3	25	16	9	12	32	9
GUCY2D	3623	11	9	2	2	6	9	6	8	11	11	14	2	9	13	28	1	7	2
GUCY2EP	2799	1	5	0	2	2	0	1	0	0	6	4	0	3	0	0	0	0	0
GUCY2F	3854	1	0	1	3	3	0	5	0	2	1	3	1	4	1	0	2	2	1
GUCY2GP	2974	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GUF1	4216	772	1406	368	2268	3351	1634	3480	1483	1454	2200	1618	319	2509	1602	1159	2267	2914	2327
GUK1	1681	6842	7957	4328	3268	3193	6236	3591	7539	5464	9268	6514	1040	6535	7957	10228	2350	2590	1701
GULP1	10994	194	640	80	1632	2212	659	816	1223	1720	1792	1338	454	2018	653	461	1699	1752	1558
GUSB	2474	419	605	207	1626	1563	333	969	640	739	814	718	82	526	897	498	2224	1633	1581
GUSBP1	6672	143	267	77	643	764	222	1166	373	367	451	438	82	494	353	248	1010	931	738
GUSBP10	978	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GUSBP11	6714	609	793	217	1978	2313	709	1896	875	1173	1335	1029	168	1053	1235	1037	2129	2199	2071
GUSBP2	1200	10	6	6	52	119	3	63	19	17	18	2	0	13	24	2	54	54	60
GUSBP3	3877	3	3	1	61	14	3	1	2	0	3	0	2	30	0	0	4	51	61
GUSBP4	2716	221	376	64	872	957	399	663	248	325	459	381	77	323	479	465	706	732	694
GUSBP5	1989	31	20	4	22	19	53	32	22	17	28	18	13	24	11	38	11	21	6
GUSBP9	3469	16	4	2	50	657	8	235	5	16	29	38	2	15	41	11	172	168	164
GVINP1	8730	22	18	32	25	27	43	59	39	68	70	46	4	59	41	45	17	24	18
GVQW2	2712	8	18	7	35	62	13	48	33	55	33	42	9	53	17	9	38	38	45
GXYLT1	7488	171	388	177	1112	1694	429	1454	631	866	875	669	124	996	653	261	2051	1458	1486
GXYLT2	1544	33	32	23	31	23	52	47	36	21	28	29	11	72	132	47	31	26	17
GYG1	2022	407	995	367	171	197	784	128	627	488	748	540	76	719	1083	503	202	242	121
GYG2	3395	233	278	78	265	624	216	504	432	358	568	380	57	592	236	227	1022	430	554
GYG2P1	824	31	28	0	0	0	0	55	0	26	61	47	7	0	43	52	0	39	0
GYPA	3254	2	4	0	9	15	8	3	3	7	6	5	1	9	4	8	34	7	30
GYPB	801	0	0	0	2	2	1	2	4	0	1	0	0	2	0	1	1	1	3
GYPC	2067	58	66	72	155	231	47	118	117	110	176	126	7	189	70	86	292	147	241
GYPE	1884	14	19	3	6	3	34	19	18	11	12	18	3	11	12	13	5	8	5
GYS1	3618	877	1093	355	1226	1700	655	1248	988	1095	1340	953	137	1226	1042	1303	1708	1509	1470
GYS2	3132	9	9	4	25	35	12	20	10	12	33	11	1	20	18	8	29	9	16
GZF1	4915	698	1085	357	1261	1545	990	1585	831	875	1190	827	165	1104	1410	958	1420	1610	1184
GZMA	896	5	5	30	0	0	4	4	18	5	14	2	3	0	9	2	1	1	0
GZMB	939	5	2	29	0	1	5	0	13	1	19	1	2	0	9	4	0	3	0
GZMH	971	8	2	18	0	0	10	0	7	0	24	0	0	0	11	7	0	0	0
GZMK	1045	1	1	10	1	1	1	1	7	0	10	0	0	0	10	0	0	0	0
GZMM	941	8	6	15	21	24	8	6	5	10	22	6	0	28	11	11	24	22	10
H19	2389	22	27	2	77	134	12	183	44	76	92	35	5	98	24	43	408	136	114
H1F0	2330	2918	3229	990	19361	19292	2541	12214	3525	3668	4666	4128	787	6386	3527	3730	24470	19229	18024
H1FNT	1300	20	14	2	17	9	17	28	4	20	17	18	2	7	23	10	14	26	10
H1FOO	1158	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
H1FX	1507	1934	1847	451	6378	6236	1368	4726	1793	1537	2430	1839	358	2359	1385	2181	7564	6757	6043
H1FX-AS1	2193	146	147	56	283	396	121	239	207	267	268	216	32	286	159	224	555	313	336
H2AFB3	1551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2AFJ	3667	92	162	111	504	181	77	309	180	178	395	163	25	321	281	124	134	369	158
H2AFV	4704	2606	5170	2266	9898	11407	4928	9040	5781	5333	6898	6145	856	8265	6635	3825	12068	10681	8837
H2AFX	1593	766	806	356	1872	1804	502	557	710	646	1182	655	95	805	1010	1051	3894	1482	1987
H2AFY	2785	1621	2426	614	6274	6916	1848	4544	2719	2321	3272	2653	381	2662	2653	2258	7932	6646	5226
H2AFY2	2179	379	320	107	2371	4201	337	4014	580	539	851	628	103	631	435	517	6571	4959	4837
H2AFZ	1843	1570	2976	624	6087	7003	2292	4214	2328	2360	3712	2494	521	3553	3240	2346	8952	6190	5446
H2BFM	1882	1	0	0	3	2	2	10	0	4	0	4	0	5	0	0	8	7	2
H2BFWT	891	0	0	0	2	2	0	3	0	0	0	1	1	1	0	0	3	6	3
H2BFXP	1658	9	12	3	199	257	10	185	33	31	51	34	10	45	21	10	202	242	193
H3F3A	1853	17	18	6	347	524	29	239	30	58	58	54	8	70	61	24	239	359	448
H3F3AP4	1309	0	0	1	39	75	1	34	4	7	10	7	0	10	2	0	28	46	65
H3F3B	2705	4388	7518	3765	16760	18557	4043	12664	8017	8089	10709	7925	991	7297	10534	4967	22565	23745	14529
H3F3C	1057	2	2	3	2	1	2	1	3	3	0	0	0	0	1	2	8	4	4
H6PD	9115	720	898	337	1943	2357	533	2105	918	987	1252	1134	88	1018	1441	940	3090	2475	2144
HAAO	1846	19	27	53	33	55	20	37	76	71	62	76	5	83	47	20	79	57	57
HABP2	3221	38	11	4	2	2	44	0	9	5	12	5	1	16	28	57	0	0	1
HABP4	2688	6215	6749	1120	1051	1394	5497	1836	2620	1621	3572	1957	364	2732	5415	7885	1437	1529	952
HACD1	2711	44	112	28	80	278	101	468	175	198	268	174	38	194	206	87	193	284	174
HACD2	1187	243	274	45	966	997	604	1477	294	328	756	277	157	963	787	526	382	793	641
HACD3	3208	2978	5746	1174	5098	6497	4600	7354	5563	5244	8535	5991	1281	8012	7323	3877	5307	6593	4010
HACD4	4158	58	109	62	45	83	91	70	75	85	92	107	18	175	125	46	79	105	48
HACE1	6870	884	1533	233	2136	2968	1858	2558	1107	1239	1942	1054	285	2532	2141	1381	2435	2667	2149
HACL1	2244	296	464	79	646	636	441	620	313	273	467	284	73	408	588	411	659	664	428
HADH	2316	434	790	377	1376	1725	535	1040	910	816	1096	759	128	860	979	615	1957	1480	1217
HADHA	3670	1917	3093	1946	5217	6631	1953	4933	3173	3248	3745	3077	367	3628	4690	2314	6940	6029	4195
HADHB	2303	1095	2752	2013	1084	1773	1303	1051	2942	3131	3826	3069	221	2287	4042	1077	1791	1544	1151
HAGH	2210	2414	2627	509	1173	1105	2038	1250	1548	1060	2309	1374	292	1679	2707	3242	1230	1086	824
HAGHL	1961	757	696	354	505	411	533	568	629	595	968	678	85	601	806	1104	226	444	202
HAGLR	4208	58	353	20	1	3	90	7	13	4	91	11	0	52	1533	70	5	5	3
HAL	3913	0	3	1	0	1	2	0	1	9	3	2	0	2	5	2	2	3	1
HAMP	426	9	18	12	0	0	11	0	13	21	2	10	2	23	19	12	0	1	0
HAND1	1738	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAND2	2368	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0
HAND2-AS1	7015	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0
HAO1	1893	1	0	0	0	0	0	0	1	0	2	2	0	1	0	0	0	0	0
HAO2	1696	2	1	0	0	0	4	2	0	0	0	2	0	0	3	2	0	1	0
HAP1	4114	182	328	391	32	50	318	8	313	199	562	322	33	246	573	500	21	34	23
HAPLN1	4723	112	204	40	42	447	222	74	2294	2934	1927	2943	292	1238	215	155	78	370	38
HAPLN2	2211	1746	2835	136	245	152	820	139	173	197	470	182	17	528	6416	1543	188	218	167
HAPLN3	3225	64	58	43	181	267	69	148	400	497	442	683	33	154	102	119	219	191	153
HAPLN4	4410	5436	4399	478	464	381	4435	310	316	192	322	292	49	464	3771	8544	254	300	274
HAR1A	2794	310	349	89	12	37	161	17	132	92	194	69	13	110	226	473	16	274	6
HAR1B	896	34	42	15	0	0	33	1	6	2	17	3	0	17	30	39	0	15	0
HARBI1	1522	56	96	16	257	267	81	240	64	68	107	52	14	100	179	59	246	235	228
HARS	4098	3389	3834	612	3831	4230	3206	4725	2378	2190	3568	2303	505	3465	4081	4394	4873	4148	3275
HARS2	2992	617	970	236	1999	2523	669	2120	802	883	1124	818	158	1140	1169	785	2561	2525	2085
HAS1	2156	155	96	7	7	32	137	26	46	54	123	60	9	143	132	292	9	37	11
HAS2	3275	8	10	14	146	39	11	77	77	70	164	93	12	71	13	8	27	38	28
HAS2-AS1	2287	2	6	6	13	3	9	6	27	33	52	42	8	48	7	3	1	10	2
HAS3	5003	30	57	11	1548	1749	52	2395	68	82	155	80	15	165	89	71	1814	1670	2672
HASPIN	2796	1	6	0	144	129	2	20	4	11	17	12	0	21	1	5	302	97	183
HAT1	3162	250	572	264	803	977	380	605	584	594	768	519	76	619	686	277	1428	1031	1000
HAUS1	1165	91	157	81	869	1016	92	891	284	270	277	261	43	236	178	87	1333	1118	1082
HAUS2	4033	335	638	147	1475	1859	584	2036	791	738	1273	1041	136	1022	942	427	2013	1014	1414
HAUS3	7036	248	386	127	1872	2487	418	2244	658	846	793	787	125	938	720	296	2331	2477	1897
HAUS4	1814	217	290	184	612	859	146	516	356	394	414	378	43	396	380	186	1088	720	832
HAUS5	4309	311	429	117	1550	1640	260	992	330	341	501	311	35	550	519	416	2039	1536	1654
HAUS6	7318	266	633	174	2066	2841	568	1982	666	735	966	717	114	749	1023	333	3624	2745	2758
HAUS7	3131	467	770	316	663	715	443	744	714	639	1004	500	80	705	910	912	718	582	477
HAUS8	1456	44	56	21	229	270	26	107	60	74	74	50	12	82	56	54	585	272	273
HAVCR1	1906	1	1	0	1	1	1	3	1	2	6	3	0	4	4	4	0	6	3
HAVCR1P1	1255	12	5	11	45	78	14	55	23	40	33	38	4	15	19	11	55	92	50
HAVCR2	2911	39	81	11	77	93	43	64	90	193	202	105	17	395	235	32	111	82	90
HAX1	1354	1009	1591	500	1279	1672	1152	1417	1052	887	1505	976	196	1502	1795	1380	1070	1198	772
HBA1	576	42	81	31	90	118	74	41	29	75	28	68	4	28	52	43	275	79	442
HBA2	605	71	94	225	1263	550	285	260	152	461	49	265	18	91	61	94	1575	533	1611
HBB	626	239	1012	2932	857	758	4058	298	901	2968	445	2994	149	1120	441	759	1007	112	919
HBBP1	659	0	1	0	2	0	0	0	0	0	4	0	0	1	0	0	4	1	3
HBD	774	0	0	0	0	1	12	1	1	1	2	2	0	3	0	4	0	1	1
HBE1	956	1	4	0	8	22	0	17	5	3	13	8	0	5	2	2	136	17	87
HBEGF	2358	170	270	108	489	829	178	954	355	453	542	379	79	404	726	204	1322	988	970
HBG1	584	0	0	0	3	4	0	2	0	1	0	0	0	2	0	0	13	1	6
HBG2	1979	1	0	3	4713	6232	8	2003	40	658	13	238	18	18	6	1	13197	2039	10227
HBM	510	1	7	0	24	14	7	5	0	2	2	2	0	4	3	8	13	1	17
HBP1	5613	301	868	281	2075	2674	550	1708	759	989	1152	944	106	1223	1541	463	1980	2380	1982
HBQ1	653	38	58	12	49	38	52	46	112	62	115	95	7	144	35	52	20	30	22
HBS1L	10644	1333	2277	399	2590	3111	2237	3345	1240	966	1761	1179	263	1960	3767	1771	3345	3279	2506
HBZ	589	0	2	1	6	1	5	2	7	3	2	3	1	2	5	1	34	1	22
HCAR1	2977	8	4	4	9	40	4	33	12	8	7	23	4	6	1	4	35	35	18
HCAR2	2065	4	4	0	3	6	2	3	6	3	10	4	2	7	0	2	5	2	8
HCAR3	2137	4	3	0	0	1	2	3	0	2	2	3	0	3	2	2	2	4	3
HCCAT5	1078	1	1	1	3	11	5	8	7	4	9	4	1	2	7	2	1	5	1
HCCS	2356	432	732	88	502	617	694	650	465	391	728	420	146	772	706	776	441	495	347
HCFC1	8426	2661	2112	576	8091	8116	2439	6018	1804	1728	2927	1719	352	3676	2841	5140	7450	6093	6881
HCFC1R1	1000	1151	1378	549	1068	1038	854	1156	1848	1265	1943	1888	173	1628	1449	1393	812	1049	716
HCFC2	5735	256	681	189	3013	3437	802	3667	919	1077	1421	991	225	1622	1489	569	1818	3131	2252
HCG11	5679	275	448	221	1754	1702	503	2642	929	883	1190	714	182	1423	523	361	1235	1465	982
HCG17	5008	24	26	4	35	51	26	64	32	33	44	32	5	60	19	37	38	75	34
HCG18	62044	1132	815	159	2756	3826	1588	4029	1060	738	1699	1267	233	2403	1615	1764	1894	2430	1958
HCG22	17195	6	17	2	21	24	6	11	35	50	69	16	1	62	40	8	121	90	90
HCG23	4923	1	46	7	159	1	32	123	37	50	72	49	3	63	43	45	105	233	105
HCG25	4919	8	8	3	35	56	11	35	9	14	21	16	7	27	26	9	28	34	22
HCG26	7080	4	9	6	7	2	9	2	22	4	27	24	1	12	19	11	1	6	0
HCG27	10319	35	60	15	80	67	49	65	58	48	93	67	6	127	64	72	87	95	44
HCG4	10215	79	2	11	1	6	25	14	4	7	11	4	4	62	41	42	7	8	3
HCG4B	6374	2	2	2	3	2	3	4	3	4	4	0	0	0	3	4	1	2	0
HCG9	4540	2	7	6	3	1	3	3	3	6	3	10	1	3	4	2	0	3	0
HCK	2283	39	54	7	40	46	19	31	54	118	151	81	10	215	78	21	59	37	40
HCLS1	2633	92	118	38	41	62	75	20	113	176	241	113	15	753	229	97	59	55	27
HCN1	9669	2407	3126	107	1311	793	4592	2229	1256	940	1860	1110	419	2340	2968	3942	416	853	516
HCN2	3408	5679	6113	561	606	540	4663	1038	2046	1087	2797	1386	368	3282	5594	7614	338	636	256
HCN3	3874	327	268	44	3674	4542	310	3717	358	462	808	431	101	805	361	588	2379	3378	3180
HCN4	7228	153	104	20	1090	1235	179	2275	224	259	395	229	84	710	148	284	421	1402	438
HCP5	9081	44	66	64	34	22	49	12	133	51	102	94	10	37	68	30	6	21	1
HCRT	577	1	1	0	5	7	0	1	1	2	3	1	0	2	0	0	3	12	2
HCRTR1	2492	39	15	7	115	289	72	598	212	214	503	153	81	340	26	55	48	156	59
HCRTR2	2759	29	27	1	202	470	30	521	28	27	106	57	10	133	26	13	485	394	734
HCST	507	12	12	21	13	9	7	12	26	25	38	14	3	45	39	8	10	15	8
HDAC1	3547	794	801	487	1753	3036	396	1542	1076	1198	1323	1198	131	1354	1325	579	3382	2768	2693
HDAC10	3444	629	818	237	2006	2477	548	1961	942	951	1487	977	165	1702	781	1257	2268	2021	1659
HDAC11	3408	2392	2910	1889	746	1037	1858	1100	1998	1523	2579	1559	218	2122	5936	3161	1005	908	714
HDAC2	6929	859	2029	365	13591	18612	1663	19650	2042	2257	3298	2276	520	3434	2545	1139	19845	19067	16018
HDAC3	2154	861	1011	229	2182	2582	915	2189	890	853	1344	908	193	1332	1134	1173	2605	2637	2184
HDAC4	10839	980	1141	237	2864	3609	1270	3850	1352	1314	2840	1496	365	3887	2053	2467	2212	2812	2464
HDAC5	6563	5587	5321	1237	11345	9152	3788	10724	4530	3470	6247	3978	745	10314	6110	8777	10088	7841	7587
HDAC6	7939	1768	1966	626	5544	7456	1449	5491	2051	2084	3324	2063	359	2664	3066	2196	8501	6503	6547
HDAC7	4588	1023	1081	389	2781	2324	700	1318	979	1149	1389	961	113	1100	1394	1386	2261	2532	1407
HDAC8	4165	371	523	159	717	1051	430	840	569	504	615	539	108	715	591	413	775	968	554
HDAC9	8968	536	806	171	2400	5597	1616	7576	1997	1868	2099	2255	541	3047	1366	1068	1924	4463	1663
HDC	3871	18	9	2	3	11	19	1	40	56	66	21	18	26	10	17	42	27	4
HDDC2	1615	835	1903	865	705	685	966	1039	1694	1334	1516	1399	213	1040	1655	1111	699	957	518
HDDC3	1045	302	332	119	224	188	233	213	187	167	234	204	39	252	369	368	260	257	150
HDGF	3365	2411	3099	1374	6987	8415	2049	6792	3275	2949	4347	2726	453	4299	4285	3350	12458	9185	7791
HDGFL1	1073	2	0	0	2	5	1	0	3	3	6	2	0	3	3	5	1	2	0
HDGFL2	3956	1606	1709	416	3696	3889	1298	3141	1582	1417	2487	1451	247	1989	1929	2413	5776	3906	3786
HDGFL3	2434	2245	4148	944	8331	11432	3980	15800	5449	4655	6397	6069	1146	7539	4112	3145	7653	14117	7953
HDHD2	2222	1340	2920	802	1840	2266	2334	2194	2055	2008	2964	2304	402	2459	2977	1637	2425	2457	1808
HDHD3	1946	222	264	135	356	356	209	389	237	182	173	201	48	347	346	340	519	381	388
HDHD5	1880	435	515	234	1597	1587	389	1494	724	766	1332	707	133	979	676	608	2050	1718	1369
HDHD5-AS1	626	8	3	2	20	18	11	11	14	18	16	15	3	7	13	14	13	18	15
HDLBP	7015	7168	7484	2049	11583	12762	7927	11884	5508	4505	7988	4785	1172	10112	10130	11199	16658	11855	12093
HDX	6335	56	171	40	853	1001	217	926	189	230	289	216	45	285	259	143	816	972	816
HEATR1	8811	236	350	86	4279	3201	549	3786	399	486	732	451	76	767	753	433	1928	1973	1742
HEATR3	2986	189	363	49	822	918	310	1394	349	331	769	417	101	423	456	325	1445	1226	711
HEATR4	3722	61	72	33	345	429	89	446	162	164	195	185	30	178	179	79	234	414	350
HEATR5A	8328	350	651	424	1689	2373	479	1330	1338	1618	1628	1171	130	1210	1952	394	2339	1486	2157
HEATR5B	8045	1012	1468	182	4796	5826	2002	6989	1253	1348	2147	1336	335	2730	2120	1893	3818	5308	3948
HEATR6	3945	308	437	91	1313	1530	385	997	363	374	504	334	67	566	717	543	1491	1544	1212
HEATR9	2876	3	12	3	19	26	14	21	8	21	10	19	6	30	11	13	9	9	10
HEBP1	1208	374	542	252	235	518	301	487	509	391	645	472	81	794	1104	363	525	411	350
HEBP2	1282	83	198	212	486	603	106	328	268	267	221	254	26	216	184	69	341	369	144
HECA	5621	686	1387	408	3705	4901	1886	5542	1649	1676	1986	1701	352	4223	1816	1270	4190	4574	3599
HECTD1	10545	2406	3867	742	8598	11968	5680	14229	3305	3577	5286	3307	813	5838	6129	4419	9474	10526	9013
HECTD2	6262	404	1034	148	2307	3311	1258	3908	1788	2065	3205	2060	562	3134	1254	768	2090	3790	2717
HECTD2-AS1	1023	2	11	6	0	0	1	1	3	7	8	5	0	2	10	7	0	1	0
HECTD3	4624	1210	1372	274	4252	3859	1086	4122	1065	1223	1769	1143	248	1484	1781	1983	3916	3668	2824
HECTD4	16737	5983	4400	716	20186	24570	8494	24682	4374	4061	8847	4424	1402	15206	7948	12198	12559	14742	13512
HECW1	9707	2031	1181	100	2919	3812	2722	3971	666	626	1356	751	272	1930	1356	3889	3653	3051	3523
HECW2	7337	500	539	57	1691	1794	1312	2072	501	521	924	563	225	1752	1455	1092	980	1257	1424
HEG1	9464	1110	941	572	2218	4766	1104	1272	1786	2377	1656	2015	176	1205	2526	882	5524	3069	4062
HEIH	1665	419	622	243	482	396	425	360	498	447	712	464	106	457	632	409	511	555	380
HELB	3687	13	15	1	394	440	17	222	30	44	55	25	11	73	62	12	210	169	207
HELLS	3327	4	11	4	449	554	11	125	48	58	75	63	2	47	16	5	1116	386	593
HELQ	3812	125	257	45	521	565	178	569	232	248	290	221	53	349	275	178	637	583	470
HELT	1236	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	4	0
HELZ	14843	814	1270	491	4436	6165	1690	5136	1803	2067	2489	1858	292	3487	2018	1447	2751	4103	3726
HELZ2	10492	144	139	114	507	456	99	222	170	160	418	134	16	212	280	142	616	335	343
HEMGN	2453	0	3	2	34	37	5	10	0	2	2	1	0	3	2	0	109	24	104
HEMK1	5983	302	228	180	874	1274	261	807	302	306	491	293	53	488	441	468	1222	832	1058
HENMT1	2216	303	547	36	558	620	501	1086	397	406	740	480	157	867	514	456	718	1026	486
HEPACAM	3650	2161	2839	1231	367	476	1037	71	2899	2772	2601	2776	136	2594	5269	1970	108	467	163
HEPACAM2	2268	1	6	1	1	2	1	2	1	1	4	4	0	2	11	0	5	1	3
HEPH	5724	681	1064	808	222	528	341	189	1019	982	757	704	48	439	1265	563	535	408	374
HEPHL1	5951	4	5	1	1	86	7	13	2	1	2	3	3	4	4	0	4	13	5
HEPN1	1428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERC1	15736	4757	5096	666	14402	19248	7796	19173	3372	3170	5519	3653	779	8599	7844	8080	10829	11971	11460
HERC2	17936	4423	3721	749	8444	12760	5202	13206	3431	3364	5711	3453	718	6730	7093	7641	6916	8823	6813
HERC2P10	638	3	1	4	7	7	6	5	1	0	8	3	2	2	2	11	7	28	13
HERC2P2	7652	1063	2903	270	3323	2317	972	2194	2254	3695	4835	1079	266	4534	4150	1782	7647	1865	2098
HERC2P3	5442	769	511	195	220	931	1140	472	229	97	652	474	26	987	1976	1471	207	217	1631
HERC2P7	1764	59	45	8	80	94	24	87	68	56	56	104	10	60	62	7	105	168	121
HERC2P9	3553	441	784	251	873	1711	723	956	597	789	2401	1191	109	1032	985	584	333	1453	1200
HERC3	6515	1106	1802	225	4310	4383	1926	7317	1168	1112	1879	1174	303	2367	2344	1843	3647	3613	4567
HERC4	10811	747	1582	421	2398	3677	1429	3716	1489	1801	2094	1617	296	2823	2126	1145	2567	3339	2577
HERC5	3599	43	136	103	65	187	83	19	166	159	254	210	12	174	172	57	119	107	76
HERC6	5378	542	938	211	161	257	986	86	413	331	558	336	43	394	849	871	305	296	219
HERPUD1	3254	811	1671	543	1207	1866	1545	1701	1306	1384	1951	1357	239	2491	2782	1618	1041	1416	857
HERPUD2	3083	471	740	361	1962	1925	594	1653	1020	1132	1295	1169	152	1395	1205	646	1646	2040	1859
HES1	1945	236	228	296	1215	1150	160	162	673	1052	649	1092	43	286	294	418	3221	948	2546
HES2	5298	1	0	0	3	3	0	1	0	0	0	0	1	0	1	1	9	1	2
HES3	697	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0
HES4	1040	289	250	189	546	381	203	362	534	526	608	566	44	263	131	449	667	506	513
HES5	1306	50	80	119	202	322	37	79	621	1250	610	1280	38	98	73	86	610	519	285
HES6	1605	965	851	413	5777	6849	381	3671	599	637	1215	629	53	556	659	1111	5098	4687	3265
HES7	1682	42	21	13	357	233	10	203	12	28	37	26	7	21	28	28	161	215	250
HESX1	1173	9	23	4	6	13	8	16	23	23	29	32	4	20	24	8	33	14	19
HEXA	2970	378	546	169	842	1208	673	828	641	583	1021	633	111	786	883	504	1134	1088	924
HEXA-AS1	2676	3	10	3	3	7	7	5	7	5	15	5	2	6	13	2	11	14	11
HEXB	2437	520	857	227	413	652	930	669	498	480	732	593	86	840	907	870	607	670	550
HEXD	3082	450	610	171	2013	2047	304	1265	401	388	637	399	62	625	813	835	3514	1899	2712
HEXIM1	4785	1408	1556	578	1003	1255	1632	1068	1647	1361	2425	1330	237	2696	2198	2422	1209	1588	1040
HEXIM2	1467	209	221	54	320	317	158	356	223	169	266	175	37	408	249	280	246	290	158
HEY1	2432	908	1340	423	893	1529	1142	2238	1989	1867	2302	1738	246	1993	1305	1581	1878	1339	1359
HEY2	2765	117	168	163	77	134	91	129	352	280	198	261	23	110	232	102	325	211	162
HEYL	4203	175	110	423	136	187	78	212	432	461	649	321	35	211	164	135	225	194	139
HFE	2255	37	51	23	19	38	21	17	70	61	65	51	6	57	70	32	59	36	31
HFM1	5567	18	91	31	365	741	61	697	170	234	242	215	31	203	129	25	676	977	500
HGC6.3	1016	0	1	4	1	2	9	6	9	8	11	2	0	4	48	2	3	6	0
HGD	3196	1	9	4	3	13	4	4	14	14	12	20	0	13	11	4	10	18	7
HGF	6352	100	99	56	91	571	75	34	426	404	259	395	30	174	165	67	181	263	310
HGFAC	2059	49	29	50	1061	982	34	481	124	84	181	115	19	381	45	176	625	576	523
